Name en-US,Name zh-CN,Alias en-US,Alias zh-CN,Group en-US,Group zh-CN,Subgroup en-US,Subgroup zh-CN,Video FX,Transition FX,Media Generator FX,Composite Mode FX,UID
uni.Modes,uni.混合模式,,,Universe,Universe,Universe Utilities,Universe 实用工具,,,,√,{Svfx:com.redgiantsoftware.Universe_Utilities_Modes_OFX}
uni.Multitone,uni.多色调,,,Universe,Universe,Universe Stylize,Universe 风格化,√,,,,{Svfx:com.redgiantsoftware.Universe_Stylize_Multitone_OFX}
uni.Noir,uni.黑色现代效果,,,Universe,Universe,Universe Stylize,Universe 风格化,√,,,,{Svfx:com.redgiantsoftware.Universe_Stylize_Noir_Moderne_OFX}
uni.Numbers,uni.多格式数字,,,Universe,Universe,Universe Text,Universe 文字,√,,,,{Svfx:com.redgiantsoftware.Universe_Text_Numbers_OFX}
uni.OverLight,uni.眩光/漏光/光晕,,,Universe,Universe,Universe Stylize,Universe 风格化,√,,,,{Svfx:com.redgiantsoftware.Universe_CrumplePop_OverLight_OFX}
uni.Palettes,uni.调色板,,,Universe,Universe,Universe Utilities,Universe 实用工具,√,,,,{Svfx:com.redgiantsoftware.Universe_Utilities_Palettes_OFX}
uni.Picture in Picture,uni.画中画,,,Universe,Universe,Universe Utilities,Universe 实用工具,,,,√,{Svfx:com.redgiantsoftware.Universe_Distort_Picture_in_Picture_OFX}
uni.Point Zoom,uni.点投射光,,,Universe,Universe,Universe Glow,Universe 发光,√,,,,{Svfx:com.redgiantsoftware.Universe_Glow_Point_Zoom_OFX}
uni.Prism Displacement,uni.棱镜置换,,,Universe,Universe,Universe Distort,Universe 扭曲,,,,√,{Svfx:com.redgiantsoftware.Universe_Distort_Prism_Displacement_OFX}
uni.Progresso,uni.进度条/进度盘,,,Universe,Universe,Universe Motion Graphics,Universe MG运动图形,√,,,,{Svfx:com.redgiantsoftware.Universe_Motion_Graphics_Progresso_OFX}
uni.Quantum,uni.量子(动态光效),,,Universe,Universe,Universe Glow,Universe 发光,√,,,,{Svfx:com.redgiantsoftware.Universe_Glow_Quantum_OFX}
uni.Reframe,uni.画中画,,,Universe,Universe,Universe Motion Graphics,Universe MG运动图形,√,,,,{Svfx:com.redgiantsoftware.Universe_Motion_Graphics_Reframe_OFX}
uni.RetroGrade,uni.老16/8mm胶片效果,,,Universe,Universe,Universe Stylize,Universe 风格化,√,,,,{Svfx:com.redgiantsoftware.Universe_Stylize_RetroGrade_OFX}
uni.RetroGrade Transition,uni.复古胶卷滚动,,,Universe,Universe,Universe Transitions,Universe 转场,,√,,,{Svfx:com.redgiantsoftware.Universe_Transitions_RetroGrade_Transition_OFX}
uni.RGB Separation,uni.RGB分离,,,Universe,Universe,Universe Distort,Universe 扭曲,√,,,,{Svfx:com.redgiantsoftware.Universe_Distort_RGB_Separation_OFX}
uni.Rubix Cube,uni.魔方,,,Universe,Universe,Universe Transitions,Universe 转场,,√,,,{Svfx:com.redgiantsoftware.Universe_Transitions_Rubics_Cube_OFX}
uni.Screen Text,uni.CMD打字效果,,,Universe,Universe,Universe Text,Universe 文字,√,,,,{Svfx:com.redgiantsoftware.Universe_Text_Screen_Text_OFX}
uni.Shape Wipe,uni.形状擦除,,,Universe,Universe,Universe Transitions,Universe 转场,,√,,,{Svfx:com.redgiantsoftware.Universe_Transitions_Shape_Wipe_OFX}
uni.ShrinkRay,uni.ShrinkRay收缩射线,,,Universe,Universe,Universe Stylize,Universe 风格化,√,,,,{Svfx:com.redgiantsoftware.Universe_CrumplePop_ShrinkRay_OFX}
uni.Sketchify,uni.素描化,,,Universe,Universe,Universe Stylize,Universe 风格化,√,,,,{Svfx:com.redgiantsoftware.Universe_Stylize_Sketchify_OFX}
uni.Slide,uni.滑动,,,Universe,Universe,Universe Transitions,Universe 转场,,√,,,{Svfx:com.redgiantsoftware.Universe_Transitions_Slide_OFX}
uni.Socialize,uni.手机画面裁剪,,,Universe,Universe,Universe Utilities,Universe 实用工具,√,,,,{Svfx:com.redgiantsoftware.Universe_Utilities_Socialize_OFX}
uni.Soft Edge Wipe,uni.柔和边缘擦除,,,Universe,Universe,Universe Transitions,Universe 转场,,√,,,{Svfx:com.redgiantsoftware.Universe_Transitions_Soft_Edge_Wipe_Premium_OFX}
uni.Soft Gradient Background,uni.柔和渐变背景,,,Universe,Universe,Universe Generators,Universe 生成器,√,,,,{Svfx:com.redgiantsoftware.Universe_Generators_Soft_Gradient_Background_OFX}
uni.Spectralicious,uni.光谱六色渐变,,,Universe,Universe,Universe Generators,Universe 生成器,√,,,,{Svfx:com.redgiantsoftware.Universe_Generators_Spectralicious_OFX}
uni.Spectralicious Transition,uni.光谱六色转场,,,Universe,Universe,Universe Transitions,Universe 转场,,√,,,{Svfx:com.redgiantsoftware.Universe_Transitions_Spectralicious_Transition_OFX}
uni.Spot Blur,uni.点模糊,,,Universe,Universe,Universe Blur,Universe 模糊,√,,,,{Svfx:com.redgiantsoftware.Universe_Blur_Spot_Blur_OFX}
uni.Stretch,uni.拉伸,,,Universe,Universe,Universe Transitions,Universe 转场,,√,,,{Svfx:com.redgiantsoftware.Universe_Transitions_Stretch_OFX}
uni.Swish Pan,uni.相机快速摇,,,Universe,Universe,Universe Transitions,Universe 转场,,√,,,{Svfx:com.redgiantsoftware.Universe_Transitions_Swish_Pan_Premium_OFX}
uni.Symbol Mapper,uni.符号映射器,,,Universe,Universe,Universe Stylize,Universe 风格化,√,,,,{Svfx:com.redgiantsoftware.Universe_Stylize_Symbol_Mapper_OFX}
uni.Text Tile,uni.文字阵列,,,Universe,Universe,Universe Text,Universe 文字,√,,,,{Svfx:com.redgiantsoftware.Universe_Text_Text_Tile_OFX}
uni.Texturize,uni.纹理化,,,Universe,Universe,Universe Stylize,Universe 风格化,√,,,,{Svfx:com.redgiantsoftware.Universe_Stylize_Texturize_OFX}
uni.Texturize Motion,uni.纹理化定格动画,,,Universe,Universe,Universe Stylize,Universe 风格化,,,,√,{Svfx:com.redgiantsoftware.Universe_Stylize_Texturize_Motion_OFX}
uni.Threshold Dither,uni.阈值振颤,,,Universe,Universe,Universe Stylize,Universe 风格化,√,,,,{Svfx:com.redgiantsoftware.Universe_Stylize_Threshold_Dither_OFX}
uni.Title Motion,uni.动态标题,,,Universe,Universe,Universe Text,Universe 文字,√,,,,{Svfx:com.redgiantsoftware.Universe_Text_Title_Motion_OFX}
uni.Triangle Wave,uni.三角形波擦除,,,Universe,Universe,Universe Transitions,Universe 转场,,√,,,{Svfx:com.redgiantsoftware.Universe_Transitions_Triangle_Wave_OFX}
uni.Turbulence Noise,uni.湍流噪声,,,Universe,Universe,Universe Generators,Universe 生成器,,,√,,{Svfx:com.redgiantsoftware.Universe_Noise_Turbulence_Noise_OFX}
uni.Turbulence Transition,uni.湍流置换转场,,,Universe,Universe,Universe Transitions,Universe 转场,,√,,,{Svfx:com.redgiantsoftware.Universe_Transitions_Turbulence_Transition_OFX}
uni.Type Cast,uni.动态字幕,,,Universe,Universe,Universe Text,Universe 文字,√,,,,{Svfx:com.redgiantsoftware.Universe_Text_Type_Cast_OFX}
uni.Type On,uni.打字效果,,,Universe,Universe,Universe Text,Universe 文字,√,,,,{Svfx:com.redgiantsoftware.Universe_Text_Type_On_OFX}
uni.Typographic,uni.文字图形排版设计,,,Universe,Universe,Universe Text,Universe 文字,,,√,,{Svfx:com.redgiantsoftware.Universe_Text_Typographic_OFX}
uni.Unfold,uni.展开折叠,,,Universe,Universe,Universe Transitions,Universe 转场,,√,,,{Svfx:com.redgiantsoftware.Universe_Transitions_Unfold_OFX}
uni.Unmult,uni.扣除黑色背景,,,Universe,Universe,Universe Utilities,Universe 实用工具,√,,,,{Svfx:com.redgiantsoftware.Universe_Utilities_Unmult_Premium_OFX}
uni.VHS,uni.VHS录像机,,,Universe,Universe,Universe Stylize,Universe 风格化,√,,,,{Svfx:com.redgiantsoftware.Universe_Stylize_VHS_OFX}
uni.VHS Transition,uni.VHS录像机,,,Universe,Universe,Universe Transitions,Universe 转场,,√,,,{Svfx:com.redgiantsoftware.Universe_Transitions_VHS_Transition_OFX}
uni.Warp,uni.变形,,,Universe,Universe,Universe Transitions,Universe 转场,,√,,,{Svfx:com.redgiantsoftware.Universe_Transitions_Warp_OFX}
Unpremultiply,Unpremultiply,,,DFT,DFT,DFT v1 Composite,DFT v1 Composite,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.unpremultiply}
VEGAS 360° Stabilization,VEGAS 360° 视频防抖动处理,,,VEGAS,VEGAS,VEGAS\360,VEGAS\360,√,,,,{Svfx:com.magix.ofx.vr.stabilization}
VEGAS 3D Blinds,VEGAS 三维百叶窗,,3D 窗帘,VEGAS,VEGAS,(DXT FX),(DXT 效果),,√,,,{C843A552-AAEB-411C-8481-CF4C52A336E3}
VEGAS 3D Cascade,VEGAS 三维卷帘,,3D 瀑布,VEGAS,VEGAS,(DXT FX),(DXT 效果),,√,,,{F4D82040-D40F-44AD-BB24-6AAB29DC21F1}
VEGAS 3D Fly In/Out,VEGAS 三维飞入/飞出,,3D 飞入/飞出,VEGAS,VEGAS,(DXT FX),(DXT 效果),,√,,,{573FA5A1-F314-4539-9BB1-77FA92D4E7CD}
VEGAS 3D Shuffle,VEGAS 三维洗牌,,3D 洗牌,VEGAS,VEGAS,(DXT FX),(DXT 效果),,√,,,{E38B2B4A-BA99-4F67-B533-1997297850DD}
VEGAS Add Noise,VEGAS 添加噪声,,添加噪点,VEGAS,VEGAS,VEGAS\Creative,VEGAS\创意,√,,,,{Svfx:com.vegascreativesoftware:addnoise}
VEGAS AI Auto Reframe,VEGAS AI 自动重构,,,VEGAS,VEGAS,VEGAS\AI,VEGAS\AI,√,,,,{Svfx:de.magix:autoframe}
VEGAS AI Colorization,VEGAS AI 着色,,,VEGAS,VEGAS,VEGAS\AI,VEGAS\AI,√,,,,{Svfx:de.magix:Colorization}
VEGAS AI Dehaze,VEGAS AI 除雾,,,VEGAS,VEGAS,VEGAS\AI,VEGAS\AI,√,,,,{Svfx:de.magix:AiDehaze}
VEGAS AI Sharpen,VEGAS AI 锐化,,,VEGAS,VEGAS,VEGAS\AI,VEGAS\AI,√,,,,{Svfx:de.magix:AiSharpen}
VEGAS AI Smart Mask,VEGAS AI 智能遮罩,,,VEGAS,VEGAS,VEGAS\AI,VEGAS\AI,√,,,,{Svfx:de.magix:smartmask}
VEGAS AI Smart Mask 2.0,VEGAS AI 人工智能遮罩 2.0,,,VEGAS,VEGAS,VEGAS\AI,VEGAS\AI,√,,,,{Svfx:de.magix:samasking}
VEGAS AI Smoothen,VEGAS AI 平滑,,,VEGAS,VEGAS,VEGAS\AI,VEGAS\AI,√,,,,{Svfx:de.magix:AiSmooth}
VEGAS AI Style Transfer,VEGAS AI 风格转移,,,VEGAS,VEGAS,VEGAS\AI,VEGAS\AI,√,,,,{Svfx:de.magix:StyleTransfer}
VEGAS AI Upscale,VEGAS AI 升频,,AI 倍线,VEGAS,VEGAS,VEGAS\AI,VEGAS\AI,√,,,,{Svfx:de.magix:Upscale}
VEGAS AI Z-Depth,VEGAS AI Z-Depth,,,VEGAS,VEGAS,VEGAS\AI,VEGAS\AI,√,,,√,{Svfx:de.magix:zdepth}
VEGAS AutoLooks,VEGAS 自动外观,,,VEGAS,VEGAS,VEGAS\Creative,VEGAS\创意,√,,,,{Svfx:com.vegascreativesoftware:autolooks}
VEGAS Barn Door,VEGAS 仓门,,开/关门,VEGAS,VEGAS,VEGAS,VEGAS,,√,,,{Svfx:com.vegascreativesoftware:barndoor}
VEGAS Bezier Masking,VEGAS 贝兹蒙板,,贝塞尔跟踪遮罩 / 贝兹蒙版,VEGAS,VEGAS,VEGAS\Utility,VEGAS\实用工具,√,,,,{Svfx:com.vegascreativesoftware:bzmasking}
VEGAS Black and White,VEGAS 黑白,,黑白效果,VEGAS,VEGAS,VEGAS\Color,VEGAS\颜色,√,,,,{Svfx:com.vegascreativesoftware:blackandwhite}
VEGAS Black Bar Fill,VEGAS 黑边填充,,,VEGAS,VEGAS,VEGAS\Creative,VEGAS\创意,√,,,,{Svfx:com.vegascreativesoftware:blackbarfill}
VEGAS Black Restore,VEGAS 黑色恢复,,,VEGAS,VEGAS,(DXT FX),(DXT 效果),√,,,,{1A3CA492-F45C-492B-9FC4-91BB6B59E13D}
VEGAS Black Restore,VEGAS 黑色恢复,,,VEGAS,VEGAS,VEGAS\Utility,VEGAS\实用工具,√,,,,{Svfx:com.vegascreativesoftware:blackrestore}
VEGAS Border,VEGAS 边框,,,VEGAS,VEGAS,(DXT FX),(DXT 效果),√,,,,{7F6B9FB2-61D8-4D24-999B-405396B27769}
VEGAS Border,VEGAS 边框,,,VEGAS,VEGAS,VEGAS\Creative,VEGAS\创意,√,,,,{Svfx:com.vegascreativesoftware:border}
VEGAS Brightness and Contrast,VEGAS 亮度和对比度,,,VEGAS,VEGAS,VEGAS\Color,VEGAS\颜色,√,,,,{Svfx:com.vegascreativesoftware:brightnessandcontrast}
VEGAS Broadcast Colors,VEGAS 广播级色彩,,,VEGAS,VEGAS,VEGAS\Utility,VEGAS\实用工具,√,,,,{Svfx:com.vegascreativesoftware:broadcastcolors}
VEGAS Bump Map,VEGAS 凹凸映射,,,VEGAS,VEGAS,VEGAS\Creative,VEGAS\创意,√,,,,{Svfx:com.vegascreativesoftware:bumpmapfilter}
VEGAS Bump Map,VEGAS 凹凸映射,,,VEGAS,VEGAS,VEGAS\Creative,VEGAS\创意,,,,√,{Svfx:com.vegascreativesoftware:bumpmap}
VEGAS Channel Blend,VEGAS 通道混合,,,VEGAS,VEGAS,(DXT FX),(DXT 效果),√,,,,{0BC15B73-83B9-11D4-9F67-00485481BD31}
VEGAS Channel Blend,VEGAS 通道混合,,,VEGAS,VEGAS,VEGAS\Utility,VEGAS\实用工具,√,,,,{Svfx:com.vegascreativesoftware:channelblend}
VEGAS Checkerboard,VEGAS 棋盘格,,棋盘图,VEGAS,VEGAS,VEGAS,VEGAS,,,√,,{Svfx:com.vegascreativesoftware:checkerboard}
VEGAS Chroma Blur,VEGAS 色度模糊,,,VEGAS,VEGAS,(DXT FX),(DXT 效果),√,,,,{BA0529A7-3E80-4383-89D0-608A403E19DA}
VEGAS Chroma Blur,VEGAS 色度模糊,,,VEGAS,VEGAS,VEGAS\Utility,VEGAS\实用工具,√,,,,{Svfx:com.vegascreativesoftware:chromablur}
VEGAS Chroma Keyer,VEGAS 色键,,,VEGAS,VEGAS,VEGAS\Utility,VEGAS\实用工具,√,,,,{Svfx:com.vegascreativesoftware:chromakeyer}
VEGAS Clock Wipe,VEGAS 时钟擦除,,时钟划变,VEGAS,VEGAS,VEGAS,VEGAS,,√,,,{Svfx:com.vegascreativesoftware:clockwipe}
VEGAS Color Balance,VEGAS 色彩平衡,,彩色平衡,VEGAS,VEGAS,VEGAS\Color,VEGAS\颜色,√,,,,{Svfx:com.vegascreativesoftware:colorbalance}
VEGAS Color Corrector,VEGAS 色彩校正,,,VEGAS,VEGAS,VEGAS\Color,VEGAS\颜色,√,,,,{Svfx:com.vegascreativesoftware:colorcorrector}
VEGAS Color Corrector (Secondary),VEGAS 色彩校正(二级),,,VEGAS,VEGAS,VEGAS\Color,VEGAS\颜色,√,,,,{Svfx:com.vegascreativesoftware:colorcorrectorsecondary}
VEGAS Color Curves,VEGAS 色彩曲线,,,VEGAS,VEGAS,VEGAS\Color,VEGAS\颜色,√,,,,{Svfx:com.vegascreativesoftware:colorcurves}
VEGAS Color Gradient,VEGAS 色彩渐变,,,VEGAS,VEGAS,(DXT FX),(DXT 效果),,,√,,{8B5DEABC-53BD-49F6-9803-367478307A59}
VEGAS Color Grading,VEGAS 颜色分级,,,VEGAS,VEGAS,VEGAS\Utility,VEGAS\实用工具,√,,,,{Svfx:com.vegascreativesoftware:colorgrading}
VEGAS Color Match,VEGAS 颜色匹配,,,VEGAS,VEGAS,VEGAS\Color,VEGAS\颜色,√,,,,{Svfx:com.vegascreativesoftware:colormatch}
VEGAS Convolution Kernel,VEGAS 卷积内核,,卷积积分内核,VEGAS,VEGAS,VEGAS\Creative,VEGAS\创意,√,,,,{Svfx:com.vegascreativesoftware:convolutionkernel}
VEGAS Cookie Cutter,VEGAS 区域裁切,,区域切除,VEGAS,VEGAS,VEGAS\Creative,VEGAS\创意,√,,,,{Svfx:com.vegascreativesoftware:cookiecutter}
VEGAS Credit Roll,VEGAS 致谢字幕,,滚动字幕,VEGAS,VEGAS,(DXT FX),(DXT 效果),,,√,,{02FD3B60-986B-11D4-9F6F-00485481BD31}
VEGAS Crop,VEGAS 修剪,,,VEGAS,VEGAS,VEGAS\Creative,VEGAS\创意,√,,,,{Svfx:com.vegascreativesoftware:crop}
VEGAS Cross Effect,VEGAS 交叉效果,,交叉特效,VEGAS,VEGAS,VEGAS,VEGAS,,√,,,{Svfx:com.vegascreativesoftware:crosseffect}
VEGAS Defocus,VEGAS 散焦,,,VEGAS,VEGAS,VEGAS\Blur,VEGAS\模糊,√,,,,{Svfx:com.vegascreativesoftware:defocusvelvetmatter}
VEGAS Deform,VEGAS 变形,,,VEGAS,VEGAS,(DXT FX),(DXT 效果),√,,,,{F4205AB4-E8C1-468F-9AD2-4FEB8DF04538}
VEGAS Denoise,VEGAS 降噪,,,VEGAS,VEGAS,VEGAS,VEGAS,√,,,,{Svfx:de.magix:DenoisingNLM}
VEGAS Displacement Map,VEGAS 置换映射,,位移映射,VEGAS,VEGAS,(DXT FX),(DXT 效果),,,,√,{A0EA25A6-851F-481D-ABE4-9359422497C2}
VEGAS Dissolve,VEGAS 叠化,,,VEGAS,VEGAS,VEGAS,VEGAS,,√,,,{Svfx:com.vegascreativesoftware:dissolve}
VEGAS Dual Fish Eye Stitching,VEGAS 双鱼眼拼接,,,VEGAS,VEGAS,VEGAS\360,VEGAS\360,√,,,,{Svfx:com.magix.ofx.vr.dual.stich}
VEGAS Fill Light,VEGAS 补光,,,VEGAS,VEGAS,VEGAS\Light,VEGAS\光线,√,,,,{Svfx:com.vegascreativesoftware:filllightvelvetmatter}
VEGAS Film Effects,VEGAS 电影效果,,,VEGAS,VEGAS,(DXT FX),(DXT 效果),√,,,,{D9A65BA3-0D06-11D2-9AAC-00A0C99B12C5}
VEGAS Film Grain,VEGAS 胶片颗粒,,,VEGAS,VEGAS,(DXT FX),(DXT 效果),√,,,,{B78CBE2C-9292-4C7C-9682-5D8A71CC984B}
VEGAS Flash,VEGAS 闪光,,,VEGAS,VEGAS,VEGAS,VEGAS,,√,,,{Svfx:com.vegascreativesoftware:flash}
VEGAS Flicker Control,VEGAS 闪烁控制,,,VEGAS,VEGAS,VEGAS,VEGAS,√,,,,{Svfx:de.magix:FlickerReducer}
VEGAS Gaussian Blur,VEGAS 高斯模糊,,,VEGAS,VEGAS,VEGAS\Blur,VEGAS\模糊,√,,,,{Svfx:com.vegascreativesoftware:gaussianblur}
VEGAS GL Transition,VEGAS GL 转换,,,VEGAS,VEGAS,VEGAS,VEGAS,,√,,,{Svfx:de.magix:glTransition}
VEGAS Glint,VEGAS 闪烁,,闪光,VEGAS,VEGAS,(DXT FX),(DXT 效果),√,,,,{56122D6B-4FD1-481A-8700-3F79603E2D1C}
VEGAS Glow,VEGAS 发光,,,VEGAS,VEGAS,VEGAS\Light,VEGAS\光线,√,,,,{Svfx:com.vegascreativesoftware:glow}
VEGAS Gradient Map,VEGAS 渐变映射,,,VEGAS,VEGAS,(DXT FX),(DXT 效果),√,,,,{300F2F5F-D7C7-48BE-B796-90FC740B654E}
VEGAS Gradient Wipe,VEGAS 渐变擦除,,斜度擦拭,VEGAS,VEGAS,(DXT FX),(DXT 效果),,√,,,{E97A8331-D099-440D-AAC5-9B7CC856AE9F}
VEGAS Height Map,VEGAS 高度映射,,,VEGAS,VEGAS,(DXT FX),(DXT 效果),,,,√,{784AC605-39D0-4AA0-9CEF-1BD943BA4442}
VEGAS HSL Adjust,VEGAS HSL 调整,,,VEGAS,VEGAS,VEGAS\Color,VEGAS\颜色,√,,,,{Svfx:com.vegascreativesoftware:hsladjust}
VEGAS Invert,VEGAS 反转,,反相,VEGAS,VEGAS,VEGAS\Color,VEGAS\颜色,√,,,,{Svfx:com.vegascreativesoftware:invert}
VEGAS Iris,VEGAS 划像,,光圈,VEGAS,VEGAS,VEGAS,VEGAS,,√,,,{Svfx:com.vegascreativesoftware:iris}
VEGAS LAB Adjust,VEGAS LAB 调整,,,VEGAS,VEGAS,VEGAS\Color,VEGAS\颜色,√,,,,{Svfx:com.vegascreativesoftware:labadjust}
VEGAS Layer Dimensionality,VEGAS 层维度,,,VEGAS,VEGAS,VEGAS\Creative,VEGAS\创意,√,,,√,{Svfx:com.vegascreativesoftware:layerdimensionality}
VEGAS Lens Correction,VEGAS 镜头校正,,,VEGAS,VEGAS,VEGAS,VEGAS,√,,,,{Svfx:de.magix:LensCorrection}
VEGAS Lens Flare,VEGAS 镜头光晕,,,VEGAS,VEGAS,VEGAS\Light,VEGAS\光线,√,,,,{Svfx:com.vegascreativesoftware:lensflare}
VEGAS Levels,VEGAS 色阶,,,VEGAS,VEGAS,VEGAS\Utility,VEGAS\实用工具,√,,,,{Svfx:com.vegascreativesoftware:levels}
VEGAS Light Rays,VEGAS 光线,,,VEGAS,VEGAS,(DXT FX),(DXT 效果),√,,,,{1EF9E213-8361-48F6-9911-7221ED1DBC4A}
VEGAS Linear Blur,VEGAS 线性模糊,,,VEGAS,VEGAS,VEGAS\Blur,VEGAS\模糊,√,,,,{Svfx:com.vegascreativesoftware:linearblur}
VEGAS Linear Wipe,VEGAS 线性擦除,,线性划变,VEGAS,VEGAS,VEGAS,VEGAS,,√,,,{Svfx:com.vegascreativesoftware:linearwipe}
VEGAS LUT Filter,VEGAS LUT 筛选器,,,VEGAS,VEGAS,VEGAS\Color,VEGAS\颜色,√,,,,{Svfx:com.vegascreativesoftware:lutfilter}
VEGAS Mask Generator,VEGAS 蒙板生成器,,遮罩发生器 / 蒙版生成器,VEGAS,VEGAS,VEGAS\Utility,VEGAS\实用工具,√,,,,{Svfx:com.vegascreativesoftware:maskgenerator}
VEGAS Median,VEGAS 中值,,中间值,VEGAS,VEGAS,VEGAS\Creative,VEGAS\创意,√,,,,{Svfx:com.vegascreativesoftware:median}
VEGAS Mesh Warp,VEGAS 网格变形,,,VEGAS,VEGAS,VEGAS,VEGAS,√,,,,{Svfx:de.magix:MeshWarp}
VEGAS Min and Max,VEGAS 最小和最大,,最小与最大,VEGAS,VEGAS,VEGAS\Creative,VEGAS\创意,√,,,,{Svfx:com.vegascreativesoftware:minandmax}
VEGAS Mirror,VEGAS 镜像,,,VEGAS,VEGAS,VEGAS\Creative,VEGAS\创意,√,,,,{Svfx:com.vegascreativesoftware:mirror}
VEGAS Motion Blur,VEGAS 运动模糊,,,VEGAS,VEGAS,VEGAS,VEGAS,√,,,,{Svfx:com.magix:MotionBlur}
VEGAS Motion Tracker,VEGAS 运动跟踪器,,,VEGAS,VEGAS,VEGAS,VEGAS,√,,,,{Svfx:de.magix:MotionTracker}
VEGAS Newsprint,VEGAS 新闻用纸,,新闻纸,VEGAS,VEGAS,VEGAS\Creative,VEGAS\创意,√,,,,{Svfx:com.vegascreativesoftware:newsprint}
VEGAS Noise Texture,VEGAS 噪声纹理,,噪点纹理,VEGAS,VEGAS,VEGAS,VEGAS,,,√,,{Svfx:com.vegascreativesoftware:noisetexture}
VEGAS Offset and Wrap,VEGAS 偏移和环绕包裹,,,VEGAS,VEGAS,VEGAS\Utility,VEGAS\实用工具,√,,,,{Svfx:com.vegascreativesoftware:offset}
VEGAS Page Loop,VEGAS 环形书页,,环圈翻页,VEGAS,VEGAS,VEGAS,VEGAS,,√,,,{Svfx:com.vegascreativesoftware:pageloop}
VEGAS Page Peel,VEGAS 页面剥落,,翻页,VEGAS,VEGAS,VEGAS,VEGAS,,√,,,{Svfx:com.vegascreativesoftware:pagepeel}
VEGAS Page Roll,VEGAS 横向滚页,,卷页,VEGAS,VEGAS,VEGAS,VEGAS,,√,,,{Svfx:com.vegascreativesoftware:pageroll}
VEGAS Picture In Picture,VEGAS 画中画,,,VEGAS,VEGAS,VEGAS\Creative,VEGAS\创意,√,,,,{Svfx:com.vegascreativesoftware:pictureinpicture}
VEGAS Pinch/Punch,VEGAS 收缩/膨胀,,,VEGAS,VEGAS,(DXT FX),(DXT 效果),√,,,,{C8E20570-4059-4EDF-9CAE-EEF966DF3B19}
VEGAS Pixelate,VEGAS 像素化,,,VEGAS,VEGAS,VEGAS\Creative,VEGAS\创意,√,,,,{Svfx:com.vegascreativesoftware:pixelate}
VEGAS Portals,VEGAS 入口,,,VEGAS,VEGAS,(DXT FX),(DXT 效果),,√,,,{5856937C-3603-4378-83CF-889423820F39}
VEGAS ProType Titler,VEGAS PTT字幕,,,VEGAS,VEGAS,(DXT FX),(DXT 效果),,,√,,{53FC0B44-BD58-4716-A90F-3EB43168DE81}
VEGAS Push,VEGAS 推挤,,推动,VEGAS,VEGAS,VEGAS,VEGAS,,√,,,{Svfx:com.vegascreativesoftware:push}
VEGAS Quick Blur,VEGAS 快速模糊,,,VEGAS,VEGAS,VEGAS\Blur,VEGAS\模糊,√,,,,{Svfx:com.vegascreativesoftware:quickblur}
VEGAS Radial Blur,VEGAS 径向模糊,,,VEGAS,VEGAS,VEGAS\Blur,VEGAS\模糊,√,,,,{Svfx:com.vegascreativesoftware:radialblur}
VEGAS Radial Pixelate,VEGAS 径向像素化,,,VEGAS,VEGAS,VEGAS,VEGAS,√,,,,{Svfx:com.vegascreativesoftware:radialpixelate}
VEGAS Rays,VEGAS 光线,,射线,VEGAS,VEGAS,(DXT FX),(DXT 效果),√,,,,{929DBBC0-641E-4887-BB4E-1A0CC2697101}
VEGAS Saturation Adjust,VEGAS 饱和度调整,,,VEGAS,VEGAS,VEGAS\Color,VEGAS\颜色,√,,,,{Svfx:com.vegascreativesoftware:saturationadjust}
VEGAS Scene Detection,VEGAS 场景检测,,,VEGAS,VEGAS,VEGAS\\Utility,VEGAS\工具,√,,,,{Svfx:de.magix:ShotDetector}
VEGAS Scene Rotation,VEGAS 场景旋转,,,VEGAS,VEGAS,VEGAS\360,VEGAS\360,√,,,,{Svfx:com.magixsoftware:panorotation}
VEGAS Sepia,VEGAS 棕褐色,,,VEGAS,VEGAS,VEGAS\Color,VEGAS\颜色,√,,,,{Svfx:com.vegascreativesoftware:sepia}
VEGAS Sharpen,VEGAS 锐化,,,VEGAS,VEGAS,VEGAS\Blur,VEGAS\模糊,√,,,,{Svfx:com.vegascreativesoftware:sharpen}
VEGAS Slide,VEGAS 滑动,,,VEGAS,VEGAS,VEGAS,VEGAS,,√,,,{Svfx:com.vegascreativesoftware:slide}
VEGAS Slow Motion,VEGAS 慢动作,,,VEGAS,VEGAS,VEGAS,VEGAS,√,,,,{Svfx:de.magix:TimeWarp}
VEGAS Smart Upscale,VEGAS 智能升频,,智能倍线 / 智能提升分辨率,VEGAS,VEGAS,VEGAS,VEGAS,√,,,,{Svfx:com.sonycreativesoftware:smart_upscale}
VEGAS Smart Zoom,VEGAS 智能缩放,,,VEGAS,VEGAS,VEGAS,VEGAS,√,,,,{Svfx:com.sonycreativesoftware:smart_zoom}
VEGAS Soft Contrast,VEGAS 柔化对比度,,软对比,VEGAS,VEGAS,(DXT FX),(DXT 效果),√,,,,{0065ED0E-1232-42BF-A455-133867EE9A4A}
VEGAS Solid Color,VEGAS 纯色,,,VEGAS,VEGAS,VEGAS,VEGAS,,,√,,{Svfx:com.vegascreativesoftware:solidcolor}
VEGAS Spherize,VEGAS 球面化,,,VEGAS,VEGAS,VEGAS\Creative,VEGAS\创意,√,,,,{Svfx:com.vegascreativesoftware:spherize}
