Name en-US,Name zh-CN,Alias en-US,Alias zh-CN,Group en-US,Group zh-CN,Subgroup en-US,Subgroup zh-CN,Video FX,Transition FX,Media Generator FX,Composite Mode FX,UID
BCC+Skin Tone,BCC+皮肤色调,,,BCC,BCC,BCC Grads and Tints,BCC 渐变与色调,√,,,,{Svfx:com.borisfx.bcc_dft.ofx.skinTone}
BCC+Smear Blur,BCC+涂抹模糊,,,BCC,BCC,BCC Blur,BCC 模糊,√,,,,{Svfx:com.borisfx.bcc_dft.ofx.smearBlur}
BCC+Smoke and Fog,BCC+烟和雾,,,BCC,BCC,BCC Film Style,BCC 电影胶片风格,√,,,,{Svfx:com.borisfx.bcc_dft.ofx.smokeFogWrapper}
BCC+Smoke and Fog Dissolve,BCC+烟雾淡化,,,BCC,BCC,BCC Transitions,BCC 转场,,√,,,{Svfx:com.borisfx.bcc_dft.ofx.dissolveSmokeAndFog}
BCC+Smoke Wipe,BCC+烟雾擦除,,,BCC,BCC,BCC Transitions,BCC 转场,,√,,,{Svfx:com.borisfx.bcc_dft.ofx.smokeWipe}
BCC+Spill Remover,BCC+溢出移除器,,,BCC,BCC,BCC Key and Blend,BCC 键控与合成,√,,,,{Svfx:com.borisfx.bcc_dft.ofx.spillRemover}
BCC+Spin Blur Dissolve,BCC+旋转模糊淡化,,,BCC,BCC,BCC Transitions,BCC 转场,,√,,,{Svfx:com.borisfx.bcc_dft.ofx.dissolveSpinBlurTransition}
BCC+Split Field,BCC+分割景深,,,BCC,BCC,BCC Optical Diffusion,BCC 光学扩散,√,,,,{Svfx:com.borisfx.bcc_dft.ofx.splitField}
BCC+Split Tone,BCC+分离色调,,,BCC,BCC,BCC Grads and Tints,BCC 渐变与色调,√,,,,{Svfx:com.borisfx.bcc_dft.ofx.splitTone}
BCC+ST Map,BCC+ST贴图,,,BCC,BCC,BCC Warp,BCC 变形,√,,,,{Svfx:com.borisfx.bcc_dft.ofx.stMap}
BCC+Streaks,BCC+光条/光纹,,,BCC,BCC,BCC Lights,BCC 灯光,√,,,,{Svfx:com.borisfx.bcc_dft.ofx.streaks}
BCC+Sunset,BCC+日落/黄昏,,,BCC,BCC,BCC Grads and Tints,BCC 渐变与色调,√,,,,{Svfx:com.borisfx.bcc_dft.ofx.sunset}
BCC+Super LED,BCC+超级LED,,,BCC,BCC,BCC Stylize,BCC 风格化,√,,,,{Svfx:com.borisfx.bcc_dft.ofx.superLED}
BCC+Swish Glow,BCC+快速平移镜头 发光,,,BCC,BCC,BCC Transitions,BCC 转场,,√,,,{Svfx:com.borisfx.bcc_dft.ofx.swishGlow}
BCC+Swish Pan,BCC+快速平移镜头,,,BCC,BCC,BCC Transitions,BCC 转场,,√,,,{Svfx:com.borisfx.bcc_dft.ofx.swishPan}
BCC+Swish Prism,BCC+快速平移镜头 棱镜色散/色差/RGB分离,,,BCC,BCC,BCC Transitions,BCC 转场,,√,,,{Svfx:com.borisfx.bcc_dft.ofx.swishPrism}
BCC+Swish Warp,BCC+快速平移镜头 变形,,,BCC,BCC,BCC Transitions,BCC 转场,,√,,,{Svfx:com.borisfx.bcc_dft.ofx.swishWarp}
BCC+Texture Wipe,BCC+纹理擦除,,,BCC,BCC,BCC Transitions,BCC 转场,,√,,,{Svfx:com.borisfx.bcc_dft.ofx.textureWipe}
BCC+Textures,BCC+纹理,,,BCC,BCC,BCC Textures,BCC 纹理,√,,,,{Svfx:com.borisfx.bcc_dft.ofx.texture}
BCC+Three Strip,BCC+3-Strip/三色带彩色,,,BCC,BCC,BCC Film Style,BCC 电影胶片风格,√,,,,{Svfx:com.borisfx.bcc_dft.ofx.threeStrip}
BCC+Tint,BCC+色调,,,BCC,BCC,BCC Grads and Tints,BCC 渐变与色调,√,,,,{Svfx:com.borisfx.bcc_dft.ofx.dfxTint}
BCC+Transform,BCC+3D变换,,,BCC,BCC,BCC Perspective,BCC 透视,√,,,,{Svfx:com.borisfx.bcc_dft.ofx.dve}
BCC+Two Strip,BCC+2-Strip/双色带彩色,,,BCC,BCC,BCC Film Style,BCC 电影胶片风格,√,,,,{Svfx:com.borisfx.bcc_dft.ofx.twoStrip}
BCC+Two Way Key,BCC+双向键控,,,BCC,BCC,BCC Key and Blend,BCC 键控与合成,√,,,,{Svfx:com.borisfx.bcc_dft.ofx.twoWayKey}
BCC+UpRes ML,BCC+AI提升分辨率,,,BCC,BCC,BCC Image Restoration,BCC 图像修复,√,,,,{Svfx:com.borisfx.bcc_dft.ofx.mlUpRes}
BCC+Video Glitch,BCC+视频故障/干扰,,,BCC,BCC,BCC Stylize,BCC 风格化,√,,,,{Svfx:com.borisfx.bcc_dft.ofx.videoGlitch}
BCC+Video Glitch Dissolve,BCC+视频故障/干扰淡化,,,BCC,BCC,BCC Transitions,BCC 转场,,√,,,{Svfx:com.borisfx.bcc_dft.ofx.dissolveVideoGlitchTransition}
BCC+Vignette,BCC+暗角/晕影,,,BCC,BCC,BCC Film Style,BCC 电影胶片风格,√,,,,{Svfx:com.borisfx.bcc_dft.ofx.dfxVignette}
BCC+Vignette Wipe,BCC+晕影/暗角擦除,,,BCC,BCC,BCC Transitions,BCC 转场,,√,,,{Svfx:com.borisfx.bcc_dft.ofx.vignetteWipe}
BCC+Wide Angle Lens,BCC+广角镜头,,,BCC,BCC,BCC Lens,BCC 镜头,√,,,,{Svfx:com.borisfx.bcc_dft.ofx.wideAngleLens}
BCC+Witness Protection ML,BCC+AI证人保护/人脸打码,,,BCC,BCC,BCC Match Move,BCC 匹配运动,√,,,,{Svfx:com.borisfx.bcc_dft.ofx.witnessProtection}
BCC+X-Ray,BCC+X光效果,,,BCC,BCC,BCC Art Looks,BCC 艺术效果,√,,,,{Svfx:com.borisfx.bcc_dft.ofx.xray}
Beauty Box,Beauty Box 美容磨皮,,,Others,其他,Digital Anarchy,Digital Anarchy,√,,,,{Svfx:com.digitalanarchy.BeautyBox}
Black and White,Black and White,,,DFT,DFT,DFT v1 Color,DFT v1 Color,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.blackAndWhite}
Bleach Bypass,Bleach Bypass,,,DFT,DFT,DFT v1 Film Lab,DFT v1 Film Lab,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.bleachBypass}
Bleach Bypass,Bleach Bypass,,,DFT,DFT,DFT Film Stocks v3,DFT Film Stocks v3,√,,,,{Svfx:com.digitalfilmtools.ofx.filmstocks_v3.bleachBypass}
Bleach Bypass,NB_V4 漂白,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{9D2B9713-9447-40F0-8DAA-8FE67CDD8FA1}
Bleach Bypass,NB_漂白,,,NewBlue OFX,NewBlue OFX,NewBlue Filters,NewBlue 滤镜,√,,,,{Svfx:com.NewBlue.FIBleachBypass}
Blur,Blur,,,DFT,DFT,DFT v1 Lens,DFT v1 Lens,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.blur}
Borders,Borders,,,DFT,DFT,DFT v1 Special Effects,DFT v1 Special Effects,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.borders}
Boris RED,Boris RED,,,Others,其他,BorisFX,BorisFX,√,√,,√,{Svfx:com.BorisFX:BorisRED}
Camera Shake,Camera Shake,,,DFT,DFT,DFT v1 Lens,DFT v1 Lens,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.cameraShake}
Cartoon,Cartoon,,,DFT,DFT,DFT v1 Special Effects,DFT v1 Special Effects,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.cartoon}
Cartoonr Plus,NB_PB 卡通,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),,√,,,{957D3721-E39D-412F-931D-858164269935}
Cartoonr Plus,NB_PE 卡通Plus,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{20EAD4D7-3532-466A-9EC0-9CDAA543EE20}
Cartoonr Plus,NB_卡通 Plus,,,NewBlue OFX,NewBlue OFX,NewBlue Transitions,NewBlue 转场,,√,,,{Svfx:com.NewBlue.TRCartoonrPlus}
Cartoonr Plus,NB_卡通 Plus,,,NewBlue OFX,NewBlue OFX,NewBlue Stylizers,NewBlue 风格化,√,,,,{Svfx:com.NewBlue.STCartoonrPlus}
Center Spot,Center Spot,,,DFT,DFT,DFT v1 Diffusion,DFT v1 Diffusion,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.centerSpot}
Charcoal,NB_PB 木炭画,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),,√,,,{E8083282-6B84-49B4-9901-9E70E833D280}
Charcoal,NB_PE 木炭画,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{FE6456F5-B08E-43B6-981D-2D0C35C9BB74}
Charcoal,NB_炭笔画,,,NewBlue OFX,NewBlue OFX,NewBlue Transitions,NewBlue 转场,,√,,,{Svfx:com.NewBlue.TRCharcoal}
Charcoal,NB_炭笔画,,,NewBlue OFX,NewBlue OFX,NewBlue Stylizers,NewBlue 风格化,√,,,,{Svfx:com.NewBlue.STCharcoal}
Chroma Bands,Chroma Bands,,,DFT,DFT,DFT v1 Light,DFT v1 Light,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.flare_chromaBands}
Chroma Key,NB_V2 颜色键控,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{6A878C1F-B84C-43EB-9F09-994736F3DB35}
Chroma Key Pro,NB_色度键专业版,,,NewBlue OFX,NewBlue OFX,NewBlue Elements,NewBlue 基础,√,,,,{Svfx:com.NewBlue.ELChromaKeyPro}
Chromatic Aberration,Chromatic Aberration,,,DFT,DFT,DFT v1 Lens,DFT v1 Lens,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.chromaticAberration}
CMSLogEncodingOFX,CMSLogEncodingOFX,,,Others,其他,CMSPlugin,CMSPlugin,√,,,,{Svfx:net.sf.openfx.CMSLogEncoding}
CMSPatternOFX,CMSPatternOFX,,,Others,其他,CMSPlugin,CMSPlugin,,,√,,{Svfx:net.sf.openfx.CMSPattern}
Color Correct,Color Correct,,,DFT,DFT,DFT v1 Color,DFT v1 Color,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.colorCorrect}
Color Correct,Color Correct,,,DFT,DFT,DFT Film Stocks v3,DFT Film Stocks v3,√,,,,{Svfx:com.digitalfilmtools.ofx.filmstocks_v3.colorCorrect}
Color EQ,NB_V2 颜色EQ,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{6AAB90B1-77C3-4C60-9377-A21F110107C8}
Color EQ,NB_颜色EQ(均衡器),,,NewBlue OFX,NewBlue OFX,NewBlue Essentials,NewBlue 必备,√,,,,{Svfx:com.NewBlue.ESColorEQ}
Color Fixer Plus,NB_V1 颜色校正Plus,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{81310055-1A28-403A-89C5-4B9E9C43E807}
Color Fixer Pro,NB_V5 彩色定影液Pro,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{0A120792-0A86-439E-AF2C-C92B85CFDD8F}
Color Fixer Pro,NB_颜色修复器专业版,,,NewBlue OFX,NewBlue OFX,NewBlue Essentials,NewBlue 必备,√,,,,{Svfx:com.NewBlue.ESColorFixerPro}
Color Genius,Color Genius,,,REVision Effects,REVision Effects,REVision Effects,REVision Effects,√,,,,{Svfx:com.revisionfx.ColorGenius}
Color Gradient,Color Gradient,,,DFT,DFT,DFT v1 Grads-Tints,DFT v1 Grads-Tints,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.colorGrad}
Color Infrared,Color Infrared,,,DFT,DFT,DFT v1 Special Effects,DFT v1 Special Effects,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.colorInfrared}
Color Melt,NB_AB 颜色溶解,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),,√,,,{A1BF381A-4E40-4698-8621-65147486D284}
Color Melt,NB_AE 颜色溶解,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{00B6C28E-7775-40A5-8554-83665CD2EAA5}
Color Melt,NB_SP 颜色溶解,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),,√,,,{9CE10121-64E6-4C3A-B6AC-73E9012CD11E}
Color Melt,NB_颜色溶解,,,NewBlue OFX,NewBlue OFX,NewBlue Transitions,NewBlue 转场,,√,,,{Svfx:com.NewBlue.TRColorMelt}
Color Melt,NB_颜色溶解,,,NewBlue OFX,NewBlue OFX,NewBlue Stylizers,NewBlue 风格化,√,,,,{Svfx:com.NewBlue.STColorMelt}
Color Paste,Color Paste,,,DFT,DFT,DFT v1 Composite,DFT v1 Composite,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.colorPaste}
Color Replace,NB_颜色替换,,,NewBlue OFX,NewBlue OFX,NewBlue Filters,NewBlue 滤镜,√,,,,{Svfx:com.NewBlue.FIColorReplace}
Color Shadow,Color Shadow,,,DFT,DFT,DFT v1 Special Effects,DFT v1 Special Effects,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.colorShadow}
Color Spot,Color Spot,,,DFT,DFT,DFT v1 Grads-Tints,DFT v1 Grads-Tints,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.colorSpot}
Color Suppress,Color Suppress,,,DFT,DFT,DFT zMatte v4.0,DFT zMatte v4.0,√,,,,{Svfx:com.digitalfilmtools.ofx.zmatte_v4.colorSuppress}
Color Suppress,Color Suppress,,,DFT,DFT,DFT v1 Key,DFT v1 Key,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.colorSuppress}
Color Swap,NB_V2 颜色替换,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{CE258306-733C-4FD5-817A-2009F8D15D16}
Color Wash,NB_AB 颜色刷,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),,√,,,{6BC0E80D-E286-4779-AEB9-95CC35F22490}
Color Wash,NB_颜色清洗,,,NewBlue OFX,NewBlue OFX,NewBlue Transitions,NewBlue 转场,,√,,,{Svfx:com.NewBlue.TRColorWash}
Colored Pencil,NB_PB 彩色铅笔,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),,√,,,{418F057F-6313-43FF-B444-641FDC7FEBEF}
Colored Pencil,NB_PE 彩色铅笔,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{16596E5C-20E5-4B35-B0AD-17B0129D7A8F}
Colored Pencil,NB_彩色铅笔,,,NewBlue OFX,NewBlue OFX,NewBlue Transitions,NewBlue 转场,,√,,,{Svfx:com.NewBlue.TRColoredPencil}
ColorFast,NB_快速调色,,,NewBlue OFX,NewBlue OFX,NewBlue Filters,NewBlue 滤镜,√,,,,{Svfx:com.NewBlue.FIColorFast}
ColorFast 2,NB_快速调色2,,,NewBlue OFX,NewBlue OFX,NewBlue Filters,NewBlue 滤镜,√,,,,{Svfx:com.NewBlue.FIColorFast2}
Colorize,NB_AE 上色,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{3DF0A492-F601-463F-A6AA-358B5A3CA376}
Colorize,NB_着色,,,NewBlue OFX,NewBlue OFX,NewBlue Filters,NewBlue 滤镜,√,,,,{Svfx:com.NewBlue.FIColorize}
Colorize Gradient,Colorize Gradient,,,DFT,DFT,DFT v1 Grads-Tints,DFT v1 Grads-Tints,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.colorizeGradient}
Composite,Composite,,,DFT,DFT,DFT v1 Composite,DFT v1 Composite,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.csComposite}
Contrast,NB_AB 对比度,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),,√,,,{EE6B65F6-D956-488C-B320-624EECC4D2A9}
Contrast,NB_对比度,,,NewBlue OFX,NewBlue OFX,NewBlue Transitions,NewBlue 转场,,√,,,{Svfx:com.NewBlue.TRContrast}
Cosmo II,Cosmo II,,,Others,其他,RG Magic Bullet,红巨星调色套装,√,,,,{Svfx:com.redgiant.Cosmo_II.ofx}
Cosmo II,Cosmo II 磨皮美容,,,Others,其他,RG Magic Bullet,红巨星调色套装,√,,,,{Svfx:com.redgiantsoftware.Magic_Bullet_Suite_Cosmo_II_OFX}
Crop Borders,NB_V1 边缘修剪,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{1E97270D-374F-4248-AE6A-C10A9B1E5414}
Crop Borders,NB_修剪画面边界,,,NewBlue OFX,NewBlue OFX,NewBlue Essentials,NewBlue 必备,√,,,,{Svfx:com.NewBlue.ESCropBorders}
Cross Processing,Cross Processing,,,DFT,DFT,DFT v1 Film Lab,DFT v1 Film Lab,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.crossProcessing}
Cross Processing,Cross Processing,,,DFT,DFT,DFT Film Stocks v3,DFT Film Stocks v3,√,,,,{Svfx:com.digitalfilmtools.ofx.filmstocks_v3.crossProcessing}
Cubes,Cubes,,,Others,其他,(DXT FX),(DXT 效果),,√,,,{FF6190CE-93DA-4877-A397-A5AE2FA47C9B}
Cut Away,NB_放大镜,,,NewBlue OFX,NewBlue OFX,NewBlue Elements,NewBlue 基础,√,,,,{Svfx:com.NewBlue.ELCutAway}
Day for Night,Day for Night,,,DFT,DFT,DFT v1 Special Effects,DFT v1 Special Effects,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.dayForNight}
Day for Night,NB_V4 一天夜晚,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{AC563879-0F00-4B1D-8749-9FEB95872F30}
Day for Night,NB_白天变黑夜,,,NewBlue OFX,NewBlue OFX,NewBlue Filters,NewBlue 滤镜,√,,,,{Svfx:com.NewBlue.FIDayforNight}
DE:Noise Frame Average,DE:Noise Frame Average,,,REVision Effects,REVision Effects,REVision Effects,REVision Effects,√,,,,{Svfx:com.revisionfx.DENoiseFrameAvg}
DeArtifact,DeArtifact,,,DFT,DFT,DFT zMatte v4.0,DFT zMatte v4.0,√,,,,{Svfx:com.digitalfilmtools.ofx.zmatte_v4.deartifact}
DeBand,DeBand,,,DFT,DFT,DFT v1 Image,DFT v1 Image,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.deband}
DeBlock,DeBlock,,,DFT,DFT,DFT v1 Image,DFT v1 Image,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.deblock}
DeFlicker,DeFlicker,,,DFT,DFT,DFT v1 Image,DFT v1 Image,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.deflicker}
DEFlicker Auto Levels,DEFlicker Auto Levels,,,REVision Effects,REVision Effects,REVision Effects,REVision Effects,√,,,,{Svfx:com.revisionfx.DEFlickerAutoLevels}
DEFlicker High Speed,DEFlicker High Speed,,,REVision Effects,REVision Effects,REVision Effects,REVision Effects,√,,,,{Svfx:com.revisionfx.DEFlickerHighSpeed}
DEFlicker Rolling Bands,DEFlicker Rolling Bands,,,REVision Effects,REVision Effects,REVision Effects,REVision Effects,√,,,,{Svfx:com.revisionfx.DEFlickerRollingBands}
DEFlicker Time Lapse,DEFlicker Time Lapse,,,REVision Effects,REVision Effects,REVision Effects,REVision Effects,√,,,,{Svfx:com.revisionfx.DEFlickerTimeLapse}
DeFog,DeFog,,,DFT,DFT,DFT v1 Image,DFT v1 Image,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.defog}
DeFringe,DeFringe,,,DFT,DFT,DFT v1 Lens,DFT v1 Lens,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.defringe}
DENoise,DENoise,,,REVision Effects,REVision Effects,REVision Effects,REVision Effects,√,,,,{Svfx:com.revisionfx.DENoise}
DeNoise,DeNoise,,,DFT,DFT,DFT v1 Image,DFT v1 Image,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.denoise}
Depth of Field,Depth of Field,,,DFT,DFT,DFT v1 Lens,DFT v1 Lens,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.depthOfField}
Detail,Detail,,,DFT,DFT,DFT v1 Image,DFT v1 Image,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.dfxDetail}
Detail by Chroma,NB_细节增强 色度,,,NewBlue OFX,NewBlue OFX,NewBlue Essentials,NewBlue 必备,√,,,,{Svfx:com.NewBlue.ESDetailbyChroma}
Detail by Luma,NB_细节增强 亮度,,,NewBlue OFX,NewBlue OFX,NewBlue Essentials,NewBlue 必备,√,,,,{Svfx:com.NewBlue.ESDetailbyLuma}
Detail Enhancer,NB_SP 细节增强,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{E3F1BFFC-4768-4069-A182-2B569057B46E}
Detail Enhancer,NB_V1 增强细节,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{36DEA398-EF1E-4945-BBF2-C4536BD0F002}
Detail Enhancer,NB_细节增强,,,NewBlue OFX,NewBlue OFX,NewBlue Essentials,NewBlue 必备,√,,,,{Svfx:com.NewBlue.ESDetailEnhancer}
Develop,Develop,,,DFT,DFT,DFT v1 Color,DFT v1 Color,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.develop}
Diffusion,Diffusion,,,DFT,DFT,DFT v1 Diffusion,DFT v1 Diffusion,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.dfxDiffusion}
Diffusion,NB_V3 弥散,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{59857708-DEE0-4745-B955-13BC6EC76EFA}
Diffusion,NB_漫射/扩散,,,NewBlue OFX,NewBlue OFX,NewBlue Filters,NewBlue 滤镜,√,,,,{Svfx:com.NewBlue.FIDiffusion}
Dissolve,NB_溶解,,,NewBlue OFX,NewBlue OFX,NewBlue Transitions,NewBlue 转场,,√,,,{Svfx:com.NewBlue.TRDissolve}
Dot,Dot,,,DFT,DFT,DFT v1 Light,DFT v1 Light,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.dot}
Dot Matrix,NB_PB 点阵,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),,√,,,{5838EF1E-D2FA-43D2-9018-B99BDE45E5E1}
Double Fog,Double Fog,,,DFT,DFT,DFT v1 Diffusion,DFT v1 Diffusion,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.doubleFog}
Dream Glow,NB_AE 梦幻光晕,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{DBB1EF99-3DEB-4BBA-8461-A4226CACB4C5}
Dream Glow,NB_梦幻发光,,,NewBlue OFX,NewBlue OFX,NewBlue Filters,NewBlue 滤镜,√,,,,{Svfx:com.NewBlue.FIDreamGlow}
Drop Shadow,Drop Shadow,,,DFT,DFT,DFT v1 Composite,DFT v1 Composite,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.dropShadow}
Drop Shadow,NB_V4 投影,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{33CFA46E-F641-4E40-911C-7DDC116B74A7}
Drop Shadow,NB_下拉阴影,,,NewBlue OFX,NewBlue OFX,NewBlue Elements,NewBlue 基础,√,,,,{Svfx:com.NewBlue.ELDropShadow}
Dual Booster,NB_V3 暗亮增强,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{CFC9E43B-D586-4C9A-B435-822DEC5485A4}
Dual Booster,NB_双重颜色增强,,,NewBlue OFX,NewBlue OFX,NewBlue Essentials,NewBlue 必备,√,,,,{Svfx:com.NewBlue.ESDualBooster}
Dual Gradient,Dual Gradient,,,DFT,DFT,DFT v1 Grads-Tints,DFT v1 Grads-Tints,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.dualGrad}
Duochrome,NB_AB 双重色,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),,√,,,{8DAB9783-F280-4622-A2C4-961B72A5E62A}
Duochrome,NB_AE 双重色,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{BEFBEEC5-6BAE-426B-B2E8-76D19B37810E}
Duochrome,NB_双色调,,,NewBlue OFX,NewBlue OFX,NewBlue Filters,NewBlue 滤镜,√,,,,{Svfx:com.NewBlue.FIDuochrome}
Duochrome,NB_双色调,,,NewBlue OFX,NewBlue OFX,NewBlue Transitions,NewBlue 转场,,√,,,{Svfx:com.NewBlue.TRDuochrome}
Earthquake,NB_ME 地震,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{58FA9B1F-2C60-4CDF-B68F-1DA10F18E199}
Earthquake,NB_地震,,,NewBlue OFX,NewBlue OFX,NewBlue Stylizers,NewBlue 风格化,√,,,,{Svfx:com.NewBlue.STEarthquake}
Edge Composite,Edge Composite,,,DFT,DFT,DFT zMatte v4.0,DFT zMatte v4.0,√,,,,{Svfx:com.digitalfilmtools.ofx.zmatte_v4.edgeComposite}
Edge Composite,Edge Composite,,,DFT,DFT,DFT v1 Composite,DFT v1 Composite,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.edgeComposite}
Edge Smoother,NB_V3 边缘平滑,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{A179D480-8B7C-48F2-B643-A526BCA15656}
Edge Smoother,NB_边缘平滑器,,,NewBlue OFX,NewBlue OFX,NewBlue Essentials,NewBlue 必备,√,,,,{Svfx:com.NewBlue.ESEdgeSmoother}
Enhancing,Enhancing,,,DFT,DFT,DFT v1 Color,DFT v1 Color,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.enhancing}
Eye Light,Eye Light,,,DFT,DFT,DFT v1 Light,DFT v1 Light,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.eyeLight}
Fan Rays,Fan Rays,,,DFT,DFT,DFT v1 Light,DFT v1 Light,√,,,,{Svfx:com.digitalfilmtools.ofx.dft1.flare_fanRays}
Film,Film,,,Others,其他,RG Magic Bullet,红巨星调色套装,√,,,,{Svfx:com.redgiant.MBFilm.ofx}
Film,Film 胶片电影效果,,,Others,其他,RG Magic Bullet,红巨星调色套装,√,,,,{Svfx:com.redgiantsoftware.Magic_Bullet_Suite_Magic_Bullet_Film_OFX}
Film Camera,NB_FE 电影摄像机,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{65D82D1B-0629-4A62-8EB5-BBEA16D56FB2}
Film Camera,NB_胶片相机,,,NewBlue OFX,NewBlue OFX,NewBlue Filters,NewBlue 滤镜,√,,,,{Svfx:com.NewBlue.FIFilmCamera}
Film Color,NB_胶片颜色,,,NewBlue OFX,NewBlue OFX,NewBlue Filters,NewBlue 滤镜,√,,,,{Svfx:com.NewBlue.FIFilmColor}
Film Color 2,NB_胶片颜色2,,,NewBlue OFX,NewBlue OFX,NewBlue Filters,NewBlue 滤镜,√,,,,{Svfx:com.NewBlue.FIFilmColor2}
Film Damage,NB_FE 破损影片,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{0ABA150B-7B80-4FE6-945D-5F7A74D2BC48}
Film Express,NB_FE 特殊影片,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{77179C1F-044D-4706-AFE0-BE8C0C9BFB25}
Film Grain,NB_胶片颗粒,,,NewBlue OFX,NewBlue OFX,NewBlue Filters,NewBlue 滤镜,√,,,,{Svfx:com.NewBlue.FIFilmGrain}
Film Look,NB_FE 电影色调,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{0BC462FE-B214-4800-A463-B3697F6718A3}
Film Look,NB_SP 电影调色,,,NewBlue DXT,NewBlue DXT,(DXT FX),(DXT 效果),√,,,,{2BCC61EA-2219-48AE-88AF-5B3C03B88968}
